,question,answer
0.0,What attack techniques are used by attack group 'G0073: APT19'?,"The attack techniques used by attack group 'G0073: APT19' are: 'T1016: System Network Configuration Discovery', 'T1027.010: Command Obfuscation', 'T1027.013: Encrypted/Encoded File', 'T1033: System Owner/User Discovery', 'T1059.001: PowerShell', 'T1059: Command and Scripting Interpreter', 'T1071.001: Web Protocols', 'T1082: System Information Discovery', 'T1112: Modify Registry', 'T1132.001: Standard Encoding', 'T1140: Deobfuscate/Decode Files or Information', 'T1189: Drive-by Compromise', 'T1204.002: Malicious File', 'T1218.010: Regsvr32', 'T1218.011: Rundll32', 'T1543.003: Windows Service', 'T1547.001: Registry Run Keys / Startup Folder', 'T1564.003: Hidden Window', 'T1566.001: Spearphishing Attachment', 'T1574.002: DLL Side-Loading', 'T1588.002: Tool'"
0.0,What attack techniques are used by attack group 'G0007: APT28'?,"The attack techniques used by attack group 'G0007: APT28' are: 'T1001.001: Junk Data', 'T1003.001: LSASS Memory', 'T1003.003: NTDS', 'T1003: OS Credential Dumping', 'T1005: Data from Local System', 'T1014: Rootkit', 'T1021.002: SMB/Windows Admin Shares', 'T1025: Data from Removable Media', 'T1027.013: Encrypted/Encoded File', 'T1030: Data Transfer Size Limits', 'T1036.005: Match Legitimate Name or Location', 'T1036: Masquerading', 'T1037.001: Logon Script (Windows)', 'T1039: Data from Network Shared Drive', 'T1040: Network Sniffing', 'T1048.002: Exfiltration Over Asymmetric Encrypted Non-C2 Protocol', 'T1056.001: Keylogging', 'T1057: Process Discovery', 'T1059.001: PowerShell', 'T1059.003: Windows Command Shell', 'T1068: Exploitation for Privilege Escalation', 'T1070.001: Clear Windows Event Logs', 'T1070.004: File Deletion', 'T1070.006: Timestomp', 'T1071.001: Web Protocols', 'T1071.003: Mail Protocols', 'T1074.001: Local Data Staging', 'T1074.002: Remote Data Staging', 'T1078.004: Cloud Accounts', 'T1078: Valid Accounts', 'T1083: File and Directory Discovery', 'T1090.002: External Proxy', 'T1090.003: Multi-hop Proxy', 'T1091: Replication Through Removable Media', 'T1092: Communication Through Removable Media', 'T1098.002: Additional Email Delegate Permissions', 'T1102.002: Bidirectional Communication', 'T1105: Ingress Tool Transfer', 'T1110.001: Password Guessing', 'T1110.003: Password Spraying', 'T1110: Brute Force', 'T1113: Screen Capture', 'T1114.002: Remote Email Collection', 'T1119: Automated Collection', 'T1120: Peripheral Device Discovery', 'T1133: External Remote Services', 'T1134.001: Token Impersonation/Theft', 'T1137.002: Office Test', 'T1140: Deobfuscate/Decode Files or Information', 'T1189: Drive-by Compromise', 'T1190: Exploit Public-Facing Application', 'T1199: Trusted Relationship', 'T1203: Exploitation for Client Execution', 'T1204.001: Malicious Link', 'T1204.002: Malicious File', 'T1210: Exploitation of Remote Services', 'T1211: Exploitation for Defense Evasion', 'T1213.002: Sharepoint', 'T1213: Data from Information Repositories', 'T1218.011: Rundll32', 'T1221: Template Injection', 'T1498: Network Denial of Service', 'T1505.003: Web Shell', 'T1528: Steal Application Access Token', 'T1542.003: Bootkit', 'T1546.015: Component Object Model Hijacking', 'T1547.001: Registry Run Keys / Startup Folder', 'T1550.001: Application Access Token', 'T1550.002: Pass the Hash', 'T1559.002: Dynamic Data Exchange', 'T1560.001: Archive via Utility', 'T1560: Archive Collected Data', 'T1564.001: Hidden Files and Directories', 'T1564.003: Hidden Window', 'T1566.001: Spearphishing Attachment', 'T1566.002: Spearphishing Link', 'T1567: Exfiltration Over Web Service', 'T1573.001: Symmetric Cryptography', 'T1583.001: Domains', 'T1583.003: Virtual Private Server', 'T1583.006: Web Services', 'T1584.008: Network Devices', 'T1586.002: Email Accounts', 'T1588.002: Tool', 'T1589.001: Credentials', 'T1595.002: Vulnerability Scanning', 'T1598.003: Spearphishing Link', 'T1598: Phishing for Information'"
0.0,What attack techniques are used by attack group 'G0016: APT29'?,"The attack techniques used by attack group 'G0016: APT29' are: 'T1003.002: Security Account Manager', 'T1003.004: LSA Secrets', 'T1005: Data from Local System', 'T1016.001: Internet Connection Discovery', 'T1021.007: Cloud Services', 'T1027.001: Binary Padding', 'T1027.002: Software Packing', 'T1027.006: HTML Smuggling', 'T1036.005: Match Legitimate Name or Location', 'T1037.004: RC Scripts', 'T1037: Boot or Logon Initialization Scripts', 'T1047: Windows Management Instrumentation', 'T1053.005: Scheduled Task', 'T1059.001: PowerShell', 'T1059.006: Python', 'T1059.009: Cloud API', 'T1068: Exploitation for Privilege Escalation', 'T1070.004: File Deletion', 'T1070.006: Timestomp', 'T1078.003: Local Accounts', 'T1078.004: Cloud Accounts', 'T1078: Valid Accounts', 'T1087.004: Cloud Account', 'T1090.002: External Proxy', 'T1090.003: Multi-hop Proxy', 'T1090.004: Domain Fronting', 'T1098.002: Additional Email Delegate Permissions', 'T1098.005: Device Registration', 'T1105: Ingress Tool Transfer', 'T1110.001: Password Guessing', 'T1110.003: Password Spraying', 'T1114.002: Remote Email Collection', 'T1133: External Remote Services', 'T1136.003: Cloud Account', 'T1190: Exploit Public-Facing Application', 'T1199: Trusted Relationship', 'T1203: Exploitation for Client Execution', 'T1204.001: Malicious Link', 'T1204.002: Malicious File', 'T1218.005: Mshta', 'T1505.003: Web Shell', 'T1528: Steal Application Access Token', 'T1546.003: Windows Management Instrumentation Event Subscription', 'T1546.008: Accessibility Features', 'T1547.001: Registry Run Keys / Startup Folder', 'T1548.002: Bypass User Account Control', 'T1550.003: Pass the Ticket', 'T1553.005: Mark-of-the-Web Bypass', 'T1556.007: Hybrid Identity', 'T1562.008: Disable or Modify Cloud Logs', 'T1566.001: Spearphishing Attachment', 'T1566.002: Spearphishing Link', 'T1566.003: Spearphishing via Service', 'T1568: Dynamic Resolution', 'T1573: Encrypted Channel', 'T1583.006: Web Services', 'T1586.002: Email Accounts', 'T1586.003: Cloud Accounts', 'T1587.001: Malware', 'T1587.003: Digital Certificates', 'T1588.002: Tool', 'T1595.002: Vulnerability Scanning', 'T1621: Multi-Factor Authentication Request Generation', 'T1649: Steal or Forge Authentication Certificates', 'T1651: Cloud Administration Command', 'T1665: Hide Infrastructure'"
0.0,What attack techniques are used by attack group 'G0022: APT3'?,"The attack techniques used by attack group 'G0022: APT3' are: 'T1003.001: LSASS Memory', 'T1005: Data from Local System', 'T1016: System Network Configuration Discovery', 'T1018: Remote System Discovery', 'T1021.001: Remote Desktop Protocol', 'T1021.002: SMB/Windows Admin Shares', 'T1027.002: Software Packing', 'T1027.005: Indicator Removal from Tools', 'T1027: Obfuscated Files or Information', 'T1033: System Owner/User Discovery', 'T1041: Exfiltration Over C2 Channel', 'T1049: System Network Connections Discovery', 'T1053.005: Scheduled Task', 'T1056.001: Keylogging', 'T1057: Process Discovery', 'T1059.001: PowerShell', 'T1059.003: Windows Command Shell', 'T1069: Permission Groups Discovery', 'T1070.004: File Deletion', 'T1074.001: Local Data Staging', 'T1078.002: Domain Accounts', 'T1082: System Information Discovery', 'T1083: File and Directory Discovery', 'T1087.001: Local Account', 'T1090.002: External Proxy', 'T1095: Non-Application Layer Protocol', 'T1098: Account Manipulation', 'T1104: Multi-Stage Channels', 'T1105: Ingress Tool Transfer', 'T1110.002: Password Cracking', 'T1136.001: Local Account', 'T1203: Exploitation for Client Execution', 'T1204.001: Malicious Link', 'T1218.011: Rundll32', 'T1543.003: Windows Service', 'T1546.008: Accessibility Features', 'T1547.001: Registry Run Keys / Startup Folder', 'T1552.001: Credentials In Files', 'T1555.003: Credentials from Web Browsers', 'T1560.001: Archive via Utility', 'T1564.003: Hidden Window', 'T1566.002: Spearphishing Link', 'T1574.002: DLL Side-Loading'"
0.0,What attack techniques are used by attack group 'G0013: APT30'?,"The attack techniques used by attack group 'G0013: APT30' are: 'T1204.002: Malicious File', 'T1566.001: Spearphishing Attachment'"
0.0,What attack techniques are used by attack group 'G0050: APT32'?,"The attack techniques used by attack group 'G0050: APT32' are: 'T1003.001: LSASS Memory', 'T1003: OS Credential Dumping', 'T1012: Query Registry', 'T1016: System Network Configuration Discovery', 'T1018: Remote System Discovery', 'T1021.002: SMB/Windows Admin Shares', 'T1027.001: Binary Padding', 'T1027.010: Command Obfuscation', 'T1027.011: Fileless Storage', 'T1027.013: Encrypted/Encoded File', 'T1033: System Owner/User Discovery', 'T1036.003: Rename System Utilities', 'T1036.004: Masquerade Task or Service', 'T1036.005: Match Legitimate Name or Location', 'T1036: Masquerading', 'T1041: Exfiltration Over C2 Channel', 'T1046: Network Service Discovery', 'T1047: Windows Management Instrumentation', 'T1048.003: Exfiltration Over Unencrypted Non-C2 Protocol', 'T1049: System Network Connections Discovery', 'T1053.005: Scheduled Task', 'T1055: Process Injection', 'T1056.001: Keylogging', 'T1059.001: PowerShell', 'T1059.003: Windows Command Shell', 'T1059.005: Visual Basic', 'T1059.007: JavaScript', 'T1059: Command and Scripting Interpreter', 'T1068: Exploitation for Privilege Escalation', 'T1070.001: Clear Windows Event Logs', 'T1070.004: File Deletion', 'T1070.006: Timestomp', 'T1071.001: Web Protocols', 'T1071.003: Mail Protocols', 'T1072: Software Deployment Tools', 'T1078.003: Local Accounts', 'T1082: System Information Discovery', 'T1083: File and Directory Discovery', 'T1087.001: Local Account', 'T1102: Web Service', 'T1105: Ingress Tool Transfer', 'T1112: Modify Registry', 'T1135: Network Share Discovery', 'T1137: Office Application Startup', 'T1189: Drive-by Compromise', 'T1203: Exploitation for Client Execution', 'T1204.001: Malicious Link', 'T1204.002: Malicious File', 'T1216.001: PubPrn', 'T1218.005: Mshta', 'T1218.010: Regsvr32', 'T1218.011: Rundll32', 'T1222.002: Linux and Mac File and Directory Permissions Modification', 'T1505.003: Web Shell', 'T1543.003: Windows Service', 'T1547.001: Registry Run Keys / Startup Folder', 'T1550.002: Pass the Hash', 'T1550.003: Pass the Ticket', 'T1552.002: Credentials in Registry', 'T1560: Archive Collected Data', 'T1564.001: Hidden Files and Directories', 'T1564.003: Hidden Window', 'T1564.004: NTFS File Attributes', 'T1566.001: Spearphishing Attachment', 'T1566.002: Spearphishing Link', 'T1569.002: Service Execution', 'T1570: Lateral Tool Transfer', 'T1571: Non-Standard Port', 'T1574.002: DLL Side-Loading', 'T1583.001: Domains', 'T1583.006: Web Services', 'T1585.001: Social Media Accounts', 'T1588.002: Tool', 'T1589.002: Email Addresses', 'T1589: Gather Victim Identity Information', 'T1598.003: Spearphishing Link', 'T1608.001: Upload Malware', 'T1608.004: Drive-by Target'"
0.0,What attack techniques are used by attack group 'G0064: APT33'?,"The attack techniques used by attack group 'G0064: APT33' are: 'T1003.001: LSASS Memory', 'T1003.004: LSA Secrets', 'T1003.005: Cached Domain Credentials', 'T1027.013: Encrypted/Encoded File', 'T1040: Network Sniffing', 'T1048.003: Exfiltration Over Unencrypted Non-C2 Protocol', 'T1053.005: Scheduled Task', 'T1059.001: PowerShell', 'T1059.005: Visual Basic', 'T1068: Exploitation for Privilege Escalation', 'T1071.001: Web Protocols', 'T1078.004: Cloud Accounts', 'T1078: Valid Accounts', 'T1105: Ingress Tool Transfer', 'T1110.003: Password Spraying', 'T1132.001: Standard Encoding', 'T1203: Exploitation for Client Execution', 'T1204.001: Malicious Link', 'T1204.002: Malicious File', 'T1546.003: Windows Management Instrumentation Event Subscription', 'T1547.001: Registry Run Keys / Startup Folder', 'T1552.001: Credentials In Files', 'T1552.006: Group Policy Preferences', 'T1555.003: Credentials from Web Browsers', 'T1555: Credentials from Password Stores', 'T1560.001: Archive via Utility', 'T1566.001: Spearphishing Attachment', 'T1566.002: Spearphishing Link', 'T1571: Non-Standard Port', 'T1573.001: Symmetric Cryptography', 'T1588.002: Tool'"
0.0,What attack techniques are used by attack group 'G0067: APT37'?,"The attack techniques used by attack group 'G0067: APT37' are: 'T1005: Data from Local System', 'T1027.003: Steganography', 'T1027: Obfuscated Files or Information', 'T1033: System Owner/User Discovery', 'T1036.001: Invalid Code Signature', 'T1053.005: Scheduled Task', 'T1055: Process Injection', 'T1057: Process Discovery', 'T1059.003: Windows Command Shell', 'T1059.005: Visual Basic', 'T1059.006: Python', 'T1059: Command and Scripting Interpreter', 'T1071.001: Web Protocols', 'T1082: System Information Discovery', 'T1102.002: Bidirectional Communication', 'T1105: Ingress Tool Transfer', 'T1106: Native API', 'T1120: Peripheral Device Discovery', 'T1123: Audio Capture', 'T1189: Drive-by Compromise', 'T1203: Exploitation for Client Execution', 'T1204.002: Malicious File', 'T1529: System Shutdown/Reboot', 'T1547.001: Registry Run Keys / Startup Folder', 'T1548.002: Bypass User Account Control', 'T1555.003: Credentials from Web Browsers', 'T1559.002: Dynamic Data Exchange', 'T1561.002: Disk Structure Wipe', 'T1566.001: Spearphishing Attachment'"
0.0,What attack techniques are used by attack group 'G0082: APT38'?,"The attack techniques used by attack group 'G0082: APT38' are: 'T1005: Data from Local System', 'T1027.002: Software Packing', 'T1033: System Owner/User Discovery', 'T1049: System Network Connections Discovery', 'T1053.003: Cron', 'T1053.005: Scheduled Task', 'T1056.001: Keylogging', 'T1057: Process Discovery', 'T1059.001: PowerShell', 'T1059.003: Windows Command Shell', 'T1059.005: Visual Basic', 'T1070.001: Clear Windows Event Logs', 'T1070.004: File Deletion', 'T1070.006: Timestomp', 'T1071.001: Web Protocols', 'T1082: System Information Discovery', 'T1083: File and Directory Discovery', 'T1105: Ingress Tool Transfer', 'T1106: Native API', 'T1110: Brute Force', 'T1112: Modify Registry', 'T1115: Clipboard Data', 'T1135: Network Share Discovery', 'T1189: Drive-by Compromise', 'T1204.002: Malicious File', 'T1217: Browser Information Discovery', 'T1218.001: Compiled HTML File', 'T1218.011: Rundll32', 'T1485: Data Destruction', 'T1486: Data Encrypted for Impact', 'T1505.003: Web Shell', 'T1518.001: Security Software Discovery', 'T1529: System Shutdown/Reboot', 'T1543.003: Windows Service', 'T1561.002: Disk Structure Wipe', 'T1562.003: Impair Command History Logging', 'T1562.004: Disable or Modify System Firewall', 'T1565.001: Stored Data Manipulation', 'T1565.002: Transmitted Data Manipulation', 'T1565.003: Runtime Data Manipulation', 'T1566.001: Spearphishing Attachment', 'T1569.002: Service Execution', 'T1588.002: Tool'"
0.0,What attack techniques are used by attack group 'G0087: APT39'?,"The attack techniques used by attack group 'G0087: APT39' are: 'T1003.001: LSASS Memory', 'T1003: OS Credential Dumping', 'T1005: Data from Local System', 'T1012: Query Registry', 'T1018: Remote System Discovery', 'T1021.001: Remote Desktop Protocol', 'T1021.002: SMB/Windows Admin Shares', 'T1021.004: SSH', 'T1027.002: Software Packing', 'T1027.013: Encrypted/Encoded File', 'T1033: System Owner/User Discovery', 'T1036.005: Match Legitimate Name or Location', 'T1041: Exfiltration Over C2 Channel', 'T1046: Network Service Discovery', 'T1053.005: Scheduled Task', 'T1056.001: Keylogging', 'T1056: Input Capture', 'T1059.001: PowerShell', 'T1059.005: Visual Basic', 'T1059.006: Python', 'T1059.010: AutoHotKey & AutoIT', 'T1059: Command and Scripting Interpreter', 'T1070.004: File Deletion', 'T1071.001: Web Protocols', 'T1071.004: DNS', 'T1074.001: Local Data Staging', 'T1078: Valid Accounts', 'T1083: File and Directory Discovery', 'T1090.001: Internal Proxy', 'T1090.002: External Proxy', 'T1102.002: Bidirectional Communication', 'T1105: Ingress Tool Transfer', 'T1110: Brute Force', 'T1113: Screen Capture', 'T1115: Clipboard Data', 'T1135: Network Share Discovery', 'T1136.001: Local Account', 'T1140: Deobfuscate/Decode Files or Information', 'T1190: Exploit Public-Facing Application', 'T1197: BITS Jobs', 'T1204.001: Malicious Link', 'T1204.002: Malicious File', 'T1505.003: Web Shell', 'T1546.010: AppInit DLLs', 'T1547.001: Registry Run Keys / Startup Folder', 'T1547.009: Shortcut Modification', 'T1553.006: Code Signing Policy Modification', 'T1555: Credentials from Password Stores', 'T1560.001: Archive via Utility', 'T1566.001: Spearphishing Attachment', 'T1566.002: Spearphishing Link', 'T1569.002: Service Execution', 'T1588.002: Tool'"
