,question,answer
0.0,What software procedures use attack technique 'T1027.010: Command Obfuscation'?,"The software procedures that use attack technique 'T1027.010: Command Obfuscation' are: 'S0126: ComRAT', 'S0194: PowerSploit', 'S0223: POWERSTATS', 'S0269: QUADAGENT', 'S0270: RogueRobin', 'S0277: FruitFly', 'S0330: Zeus Panda', 'S0354: Denis', 'S0363: Empire', 'S0367: Emotet', 'S0373: Astaroth', 'S0386: Ursnif', 'S0390: SQLRat', 'S0409: Machete', 'S0428: PoetRAT', 'S0450: SHARPSTATS', 'S0451: LoudMiner', 'S0457: Netwalker', 'S0462: CARROTBAT', 'S0475: BackConfig', 'S0492: CookieMiner', 'S0589: Sibot', 'S0650: QakBot', 'S0669: KOCTOPUS', 'S0673: DarkWatchman', 'S0685: PowerPunch', 'S1022: IceApple', 'S1081: BADHATCH', 'S1085: Sardonic'"
0.0,What software procedures use attack technique 'T1218.001: Compiled HTML File'?,The software procedures that use attack technique 'T1218.001: Compiled HTML File' are: 'S0373: Astaroth'
0.0,What software procedures use attack technique 'T1574.001: DLL Search Order Hijacking'?,"The software procedures that use attack technique 'T1574.001: DLL Search Order Hijacking' are: 'S0009: Hikit', 'S0013: PlugX', 'S0070: HTTPBrowser', 'S0109: WEBC2', 'S0113: Prikormka', 'S0134: Downdelph', 'S0153: RedLeaves', 'S0182: FinFisher', 'S0194: PowerSploit', 'S0260: InvisiMole', 'S0280: MirageFox', 'S0363: Empire', 'S0373: Astaroth', 'S0415: BOOSTWRITE', 'S0458: Ramsay', 'S0530: Melcoz', 'S0538: Crutch', 'S0612: WastedLocker', 'S0631: Chaes', 'S0661: FoggyWeb', 'S1063: Brute Ratel C4', 'S1097: HUI Loader'"
0.0,What software procedures use attack technique 'T1102.001: Dead Drop Resolver'?,"The software procedures that use attack technique 'T1102.001: Dead Drop Resolver' are: 'S0013: PlugX', 'S0051: MiniDuke', 'S0069: BLACKCOFFEE', 'S0128: BADNEWS', 'S0148: RTM', 'S0341: Xbash', 'S0373: Astaroth', 'S0455: Metamorfo', 'S0518: PolyglotDuke', 'S0528: Javali', 'S0531: Grandoreiro', 'S0674: CharmPower', 'S1051: KEYPLUG'"
0.0,What software procedures use attack technique 'T1129: Shared Modules'?,"The software procedures that use attack technique 'T1129: Shared Modules' are: 'S0032: gh0st RAT', 'S0196: PUNCHBUGGY', 'S0203: Hydraq', 'S0352: OSX_OCEANLOTUS.D', 'S0373: Astaroth', 'S0415: BOOSTWRITE', 'S0438: Attor', 'S0455: Metamorfo', 'S0467: TajMahal', 'S0501: PipeMon', 'S0520: BLINDINGCAN', 'S0567: Dtrack', 'S0603: Stuxnet', 'S0607: KillDisk', 'S0661: FoggyWeb', 'S0673: DarkWatchman', 'S1039: Bumblebee', 'S1078: RotaJakiro'"
0.0,What software procedures use attack technique 'T1547.009: Shortcut Modification'?,"The software procedures that use attack technique 'T1547.009: Shortcut Modification' are: 'S0004: TinyZBot', 'S0028: SHIPSHAPE', 'S0031: BACKSPACE', 'S0035: SPACESHIP', 'S0053: SeaDuke', 'S0058: SslMM', 'S0085: S-Type', 'S0089: BlackEnergy', 'S0153: RedLeaves', 'S0168: Gazer', 'S0170: Helminth', 'S0172: Reaver', 'S0244: Comnie', 'S0260: InvisiMole', 'S0265: Kazuar', 'S0267: FELIXROOT', 'S0270: RogueRobin', 'S0339: Micropsia', 'S0356: KONNI', 'S0363: Empire', 'S0373: Astaroth', 'S0439: Okrum', 'S0531: Grandoreiro', 'S0534: Bazar', 'S0652: MarkiRAT'"
0.0,What software procedures use attack technique 'T1497.001: System Checks'?,"The software procedures that use attack technique 'T1497.001: System Checks' are: 'S0013: PlugX', 'S0024: Dyre', 'S0094: Trojan.Karagany', 'S0182: FinFisher', 'S0192: Pupy', 'S0226: Smoke Loader', 'S0237: GravityRAT', 'S0240: ROKRAT', 'S0242: SynAck', 'S0248: yty', 'S0260: InvisiMole', 'S0264: OopsIE', 'S0270: RogueRobin', 'S0332: Remcos', 'S0333: UBoatRAT', 'S0337: BadPatch', 'S0352: OSX_OCEANLOTUS.D', 'S0354: Denis', 'S0373: Astaroth', 'S0396: EvilBunny', 'S0428: PoetRAT', 'S0438: Attor', 'S0439: Okrum', 'S0527: CSPY Downloader', 'S0531: Grandoreiro', 'S0532: Lucifer', 'S0559: SUNBURST', 'S0561: GuLoader', 'S0576: MegaCortex', 'S0588: GoldMax', 'S0612: WastedLocker', 'S0626: P8RAT', 'S0627: SodaMaster', 'S0637: NativeZone', 'S0644: ObliqueRAT', 'S0650: QakBot', 'S0657: BLUELIGHT', 'S0679: Ferocious', 'S0689: WhisperGate', 'S1018: Saint Bot', 'S1019: Shark', 'S1039: Bumblebee', 'S1048: macOS.OSAMiner', 'S1064: SVCReady', 'S1066: DarkTortilla', 'S1070: Black Basta', 'S1086: Snip3', 'S1087: AsyncRAT', 'S1111: DarkGate', 'S1122: Mispadu'"
0.0,What software procedures use attack technique 'T1552: Unsecured Credentials'?,"The software procedures that use attack technique 'T1552: Unsecured Credentials' are: 'S0373: Astaroth', 'S1091: Pacu', 'S1111: DarkGate'"
0.0,What software procedures use attack technique 'T1059.005: Visual Basic'?,"The software procedures that use attack technique 'T1059.005: Visual Basic' are: 'S0147: Pteranodon', 'S0154: Cobalt Strike', 'S0170: Helminth', 'S0198: NETWIRE', 'S0223: POWERSTATS', 'S0226: Smoke Loader', 'S0228: NanHaiShu', 'S0234: Bandook', 'S0240: ROKRAT', 'S0244: Comnie', 'S0250: Koadic', 'S0263: TYPEFRAME', 'S0264: OopsIE', 'S0268: Bisonal', 'S0269: QUADAGENT', 'S0283: jRAT', 'S0336: NanoCore', 'S0341: Xbash', 'S0343: Exaramel for Windows', 'S0352: OSX_OCEANLOTUS.D', 'S0367: Emotet', 'S0373: Astaroth', 'S0375: Remexi', 'S0380: StoneDrill', 'S0386: Ursnif', 'S0387: KeyBoy', 'S0389: JCry', 'S0428: PoetRAT', 'S0441: PowerShower', 'S0442: VBShower', 'S0447: Lokibot', 'S0455: Metamorfo', 'S0458: Ramsay', 'S0475: BackConfig', 'S0477: Goopy', 'S0483: IcedID', 'S0496: REvil', 'S0528: Javali', 'S0530: Melcoz', 'S0531: Grandoreiro', 'S0559: SUNBURST', 'S0582: LookBack', 'S0585: Kerrdown', 'S0589: Sibot', 'S0631: Chaes', 'S0648: JSS Loader', 'S0650: QakBot', 'S0669: KOCTOPUS', 'S0679: Ferocious', 'S0689: WhisperGate', 'S0695: Donut', 'S0696: Flagpro', 'S1014: DanBot', 'S1018: Saint Bot', 'S1030: Squirrelwaffle', 'S1037: STARWHALE', 'S1039: Bumblebee', 'S1064: SVCReady', 'S1086: Snip3', 'S1111: DarkGate', 'S1122: Mispadu'"
0.0,What software procedures use attack technique 'T1220: XSL Script Processing'?,The software procedures that use attack technique 'T1220: XSL Script Processing' are: 'S0373: Astaroth'
0.0,What software procedures use attack technique 'T1622: Debugger Evasion'?,"The software procedures that use attack technique 'T1622: Debugger Evasion' are: 'S0240: ROKRAT', 'S0595: ThiefQuest', 'S0694: DRATzarus', 'S1018: Saint Bot', 'S1039: Bumblebee', 'S1060: Mafalda', 'S1066: DarkTortilla', 'S1070: Black Basta', 'S1087: AsyncRAT', 'S1111: DarkGate'"
0.0,What software procedures use attack technique 'T1568: Dynamic Resolution'?,"The software procedures that use attack technique 'T1568: Dynamic Resolution' are: 'S0034: NETEAGLE', 'S0148: RTM', 'S0268: Bisonal', 'S0449: Maze', 'S0559: SUNBURST', 'S0666: Gelsemium', 'S0671: Tomiris', 'S1087: AsyncRAT'"
0.0,What software procedures use attack technique 'T1055.004: Asynchronous Procedure Call'?,"The software procedures that use attack technique 'T1055.004: Asynchronous Procedure Call' are: 'S0199: TURNEDUP', 'S0260: InvisiMole', 'S0438: Attor', 'S0483: IcedID', 'S0484: Carberp', 'S0517: Pillowmint', 'S1018: Saint Bot', 'S1039: Bumblebee', 'S1081: BADHATCH', 'S1085: Sardonic'"
0.0,What software procedures use attack technique 'T1123: Audio Capture'?,"The software procedures that use attack technique 'T1123: Audio Capture' are: 'S0021: Derusbi', 'S0098: T9000', 'S0115: Crimson', 'S0143: Flame', 'S0152: EvilGrab', 'S0163: Janicab', 'S0192: Pupy', 'S0194: PowerSploit', 'S0213: DOGCALL', 'S0234: Bandook', 'S0240: ROKRAT', 'S0257: VERMIN', 'S0260: InvisiMole', 'S0282: MacSpy', 'S0283: jRAT', 'S0332: Remcos', 'S0334: DarkComet', 'S0336: NanoCore', 'S0338: Cobian RAT', 'S0339: Micropsia', 'S0379: Revenge RAT', 'S0409: Machete', 'S0434: Imminent Monitor', 'S0438: Attor', 'S0454: Cadelspy', 'S0467: TajMahal', 'S1016: MacMa', 'S1090: NightClub'"
0.0,What software procedures use attack technique 'T1020: Automated Exfiltration'?,"The software procedures that use attack technique 'T1020: Automated Exfiltration' are: 'S0050: CosmicDuke', 'S0090: Rover', 'S0131: TINYTYPHON', 'S0136: USBStealer', 'S0363: Empire', 'S0377: Ebury', 'S0395: LightNeuron', 'S0409: Machete', 'S0438: Attor', 'S0445: ShimRatReporter', 'S0467: TajMahal', 'S0491: StrongPity', 'S0538: Crutch', 'S0600: Doki', 'S0643: Peppy', 'S1017: OutSteel'"
0.0,What software procedures use attack technique 'T1071.002: File Transfer Protocols'?,"The software procedures that use attack technique 'T1071.002: File Transfer Protocols' are: 'S0019: Regin', 'S0154: Cobalt Strike', 'S0161: XAgentOSX', 'S0201: JPIN', 'S0265: Kazuar', 'S0353: NOKKI', 'S0409: Machete', 'S0412: ZxShell', 'S0428: PoetRAT', 'S0438: Attor', 'S0464: SYSCON', 'S0465: CARROTBALL', 'S0596: ShadowPad', 'S0699: Mythic', 'S1081: BADHATCH', 'S1088: Disco', 'S1089: SharpDisco'"
0.0,What software procedures use attack technique 'T1037.001: Logon Script (Windows)'?,"The software procedures that use attack technique 'T1037.001: Logon Script (Windows)' are: 'S0044: JHUHUGIT', 'S0251: Zebrocy', 'S0438: Attor', 'S0526: KGH_SPY'"
0.0,What software procedures use attack technique 'T1036.004: Masquerade Task or Service'?,"The software procedures that use attack technique 'T1036.004: Masquerade Task or Service' are: 'S0013: PlugX', 'S0022: Uroburos', 'S0118: Nidiran', 'S0126: ComRAT', 'S0140: Shamoon', 'S0148: RTM', 'S0169: RawPOS', 'S0178: Truvasys', 'S0180: Volgmer', 'S0223: POWERSTATS', 'S0236: Kwampirs', 'S0259: InnaputRAT', 'S0260: InvisiMole', 'S0261: Catchamas', 'S0343: Exaramel for Windows', 'S0345: Seasalt', 'S0352: OSX_OCEANLOTUS.D', 'S0356: KONNI', 'S0367: Emotet', 'S0409: Machete', 'S0410: Fysbis', 'S0438: Attor', 'S0439: Okrum', 'S0444: ShimRat', 'S0449: Maze', 'S0471: build_downer', 'S0491: StrongPity', 'S0495: RDAT', 'S0527: CSPY Downloader', 'S0533: SLOTHFULMEDIA', 'S0534: Bazar', 'S0538: Crutch', 'S0554: Egregor', 'S0581: IronNetInjector', 'S0588: GoldMax', 'S0601: Hildegard', 'S0607: KillDisk', 'S0629: RainyDay', 'S0630: Nebulae', 'S0647: Turian', 'S0663: SysUpdate', 'S0668: TinyTurla', 'S0688: Meteor', 'S0690: Green Lambert', 'S1011: Tarrask', 'S1013: ZxxZ', 'S1027: Heyoka Backdoor', 'S1031: PingPull', 'S1033: DCSrv', 'S1042: SUGARDUMP', 'S1044: FunnyDream', 'S1052: DEADEYE', 'S1064: SVCReady', 'S1070: Black Basta', 'S1090: NightClub'"
0.0,What software procedures use attack technique 'T1090.003: Multi-hop Proxy'?,"The software procedures that use attack technique 'T1090.003: Multi-hop Proxy' are: 'S0022: Uroburos', 'S0183: Tor', 'S0276: Keydnap', 'S0281: Dok', 'S0282: MacSpy', 'S0342: GreyEnergy', 'S0366: WannaCry', 'S0384: Dridex', 'S0386: Ursnif', 'S0438: Attor', 'S0491: StrongPity', 'S0604: Industroyer', 'S0623: Siloscape', 'S0641: Kobalos', 'S0687: Cyclops Blink', 'S1100: Ninja', 'S1106: NGLite', 'S1107: NKAbuse'"
0.0,What software procedures use attack technique 'T1489: Service Stop'?,"The software procedures that use attack technique 'T1489: Service Stop' are: 'S0365: Olympic Destroyer', 'S0366: WannaCry', 'S0400: RobbinHood', 'S0431: HotCroissant', 'S0446: Ryuk', 'S0449: Maze', 'S0457: Netwalker', 'S0481: Ragnar Locker', 'S0496: REvil', 'S0533: SLOTHFULMEDIA', 'S0556: Pay2Key', 'S0575: Conti', 'S0576: MegaCortex', 'S0582: LookBack', 'S0583: Pysa', 'S0604: Industroyer', 'S0605: EKANS', 'S0607: KillDisk', 'S0611: Clop', 'S0625: Cuba', 'S0638: Babuk', 'S0640: Avaddon', 'S0659: Diavol', 'S0688: Meteor', 'S0697: HermeticWiper', 'S1053: AvosLocker', 'S1058: Prestige', 'S1068: BlackCat', 'S1073: Royal', 'S1096: Cheerscrypt'"
0.0,What software procedures use attack technique 'T1614.001: System Language Discovery'?,"The software procedures that use attack technique 'T1614.001: System Language Discovery' are: 'S0083: Misdat', 'S0085: S-Type', 'S0242: SynAck', 'S0330: Zeus Panda', 'S0446: Ryuk', 'S0449: Maze', 'S0496: REvil', 'S0534: Bazar', 'S0543: Spark', 'S0546: SharpStage', 'S0547: DropBook', 'S0611: Clop', 'S0616: DEATHRANSOM', 'S0625: Cuba', 'S0632: GrimAgent', 'S0640: Avaddon', 'S0652: MarkiRAT', 'S0658: XCSSET', 'S0691: Neoichor', 'S0696: Flagpro', 'S1122: Mispadu'"
0.0,What software procedures use attack technique 'T1027.007: Dynamic API Resolution'?,"The software procedures that use attack technique 'T1027.007: Dynamic API Resolution' are: 'S0147: Pteranodon', 'S0534: Bazar', 'S1053: AvosLocker', 'S1063: Brute Ratel C4', 'S1099: Samurai'"
0.0,What software procedures use attack technique 'T1562.009: Safe Mode Boot'?,"The software procedures that use attack technique 'T1562.009: Safe Mode Boot' are: 'S0496: REvil', 'S1053: AvosLocker', 'S1070: Black Basta'"
0.0,What software procedures use attack technique 'T1562.004: Disable or Modify System Firewall'?,"The software procedures that use attack technique 'T1562.004: Disable or Modify System Firewall' are: 'S0031: BACKSPACE', 'S0088: Kasidet', 'S0108: netsh', 'S0125: Remsec', 'S0132: H1N1', 'S0245: BADCALL', 'S0246: HARDRAIN', 'S0260: InvisiMole', 'S0263: TYPEFRAME', 'S0334: DarkComet', 'S0336: NanoCore', 'S0376: HOPLIGHT', 'S0385: njRAT', 'S0412: ZxShell', 'S0492: CookieMiner', 'S0531: Grandoreiro', 'S0687: Cyclops Blink', 'S1032: PyDCrypt'"
0.0,What software procedures use attack technique 'T1090.001: Internal Proxy'?,"The software procedures that use attack technique 'T1090.001: Internal Proxy' are: 'S0009: Hikit', 'S0023: CHOPSTICK', 'S0031: BACKSPACE', 'S0038: Duqu', 'S0051: MiniDuke', 'S0141: Winnti for Windows', 'S0154: Cobalt Strike', 'S0260: InvisiMole', 'S0265: Kazuar', 'S0502: Drovorub', 'S0512: FatDuke', 'S0556: Pay2Key', 'S0603: Stuxnet', 'S0699: Mythic', 'S1059: metaMain', 'S1060: Mafalda', 'S1100: Ninja'"
0.0,What software procedures use attack technique 'T1104: Multi-Stage Channels'?,"The software procedures that use attack technique 'T1104: Multi-Stage Channels' are: 'S0022: Uroburos', 'S0031: BACKSPACE', 'S0069: BLACKCOFFEE', 'S0220: Chaos', 'S0476: Valak', 'S0534: Bazar', 'S1086: Snip3'"
0.0,What software procedures use attack technique 'T1132.002: Non-Standard Encoding'?,"The software procedures that use attack technique 'T1132.002: Non-Standard Encoding' are: 'S0022: Uroburos', 'S0031: BACKSPACE', 'S0239: Bankshot', 'S0260: InvisiMole', 'S0346: OceanSalt', 'S0495: RDAT', 'S0596: ShadowPad', 'S0687: Cyclops Blink', 'S1035: Small Sieve', 'S1046: PowGoop', 'S1090: NightClub', 'S1100: Ninja'"
0.0,What software procedures use attack technique 'T1571: Non-Standard Port'?,"The software procedures that use attack technique 'T1571: Non-Standard Port' are: 'S0021: Derusbi', 'S0148: RTM', 'S0149: MoonWind', 'S0153: RedLeaves', 'S0237: GravityRAT', 'S0239: Bankshot', 'S0245: BADCALL', 'S0246: HARDRAIN', 'S0262: QuasarRAT', 'S0263: TYPEFRAME', 'S0266: TrickBot', 'S0352: OSX_OCEANLOTUS.D', 'S0367: Emotet', 'S0376: HOPLIGHT', 'S0385: njRAT', 'S0412: ZxShell', 'S0428: PoetRAT', 'S0455: Metamorfo', 'S0491: StrongPity', 'S0493: GoldenSpy', 'S0515: WellMail', 'S0574: BendyBear', 'S0687: Cyclops Blink', 'S1016: MacMa', 'S1031: PingPull', 'S1049: SUGARUSH', 'S1078: RotaJakiro', 'S1085: Sardonic'"
0.0,What software procedures use attack technique 'T1001.003: Protocol Impersonation'?,"The software procedures that use attack technique 'T1001.003: Protocol Impersonation' are: 'S0022: Uroburos', 'S0076: FakeM', 'S0154: Cobalt Strike', 'S0181: FALLCHILL', 'S0239: Bankshot', 'S0245: BADCALL', 'S0246: HARDRAIN', 'S0260: InvisiMole', 'S0387: KeyBoy', 'S0439: Okrum', 'S0559: SUNBURST', 'S0586: TAINTEDSCRIBE', 'S1100: Ninja', 'S1120: FRAMESTING'"
0.0,What software procedures use attack technique 'T1560.002: Archive via Library'?,"The software procedures that use attack technique 'T1560.002: Archive via Library' are: 'S0053: SeaDuke', 'S0086: ZLib', 'S0091: Epic', 'S0127: BBSRAT', 'S0260: InvisiMole', 'S0348: Cardinal RAT', 'S0352: OSX_OCEANLOTUS.D', 'S0354: Denis', 'S0467: TajMahal', 'S0642: BADFLICK', 'S0661: FoggyWeb', 'S1044: FunnyDream'"
0.0,What software procedures use attack technique 'T1027.009: Embedded Payloads'?,"The software procedures that use attack technique 'T1027.009: Embedded Payloads' are: 'S0022: Uroburos', 'S0126: ComRAT', 'S0231: Invoke-PSImage', 'S0367: Emotet', 'S0457: Netwalker', 'S0567: Dtrack', 'S0649: SMOKEDHAM', 'S1048: macOS.OSAMiner', 'S1052: DEADEYE', 'S1081: BADHATCH'"
0.0,What software procedures use attack technique 'T1046: Network Service Discovery'?,"The software procedures that use attack technique 'T1046: Network Service Discovery' are: 'S0020: China Chopper', 'S0061: HDoor', 'S0089: BlackEnergy', 'S0093: Backdoor.Oldrea', 'S0117: XTunnel', 'S0125: Remsec', 'S0154: Cobalt Strike', 'S0192: Pupy', 'S0233: MURKYTOP', 'S0250: Koadic', 'S0260: InvisiMole', 'S0341: Xbash', 'S0363: Empire', 'S0374: SpeakUp', 'S0378: PoshC2', 'S0412: ZxShell', 'S0458: Ramsay', 'S0532: Lucifer', 'S0572: Caterpillar WebShell', 'S0583: Pysa', 'S0590: NBTscan', 'S0598: P.A.S. Webshell', 'S0601: Hildegard', 'S0604: Industroyer', 'S0608: Conficker', 'S0683: Peirates', 'S0692: SILENTTRINITY', 'S0698: HermeticWizard', 'S1063: Brute Ratel C4', 'S1073: Royal', 'S1081: BADHATCH'"
0.0,What software procedures use attack technique 'T1550.002: Pass the Hash'?,"The software procedures that use attack technique 'T1550.002: Pass the Hash' are: 'S0002: Mimikatz', 'S0122: Pass-The-Hash Toolkit', 'S0154: Cobalt Strike', 'S0363: Empire', 'S0376: HOPLIGHT', 'S0378: PoshC2', 'S0488: CrackMapExec', 'S1081: BADHATCH'"
0.0,What software procedures use attack technique 'T1620: Reflective Code Loading'?,"The software procedures that use attack technique 'T1620: Reflective Code Loading' are: 'S0022: Uroburos', 'S0154: Cobalt Strike', 'S0194: PowerSploit', 'S0367: Emotet', 'S0447: Lokibot', 'S0595: ThiefQuest', 'S0625: Cuba', 'S0661: FoggyWeb', 'S0666: Gelsemium', 'S0689: WhisperGate', 'S0695: Donut', 'S1022: IceApple', 'S1059: metaMain', 'S1063: Brute Ratel C4', 'S1081: BADHATCH', 'S1085: Sardonic'"
0.0,What software procedures use attack technique 'T1102: Web Service'?,"The software procedures that use attack technique 'T1102: Web Service' are: 'S0198: NETWIRE', 'S0335: Carbon', 'S0508: ngrok', 'S0534: Bazar', 'S0546: SharpStage', 'S0547: DropBook', 'S0561: GuLoader', 'S0589: Sibot', 'S0600: Doki', 'S0601: Hildegard', 'S0635: BoomBox', 'S0649: SMOKEDHAM', 'S0674: CharmPower', 'S0689: WhisperGate', 'S1039: Bumblebee', 'S1063: Brute Ratel C4', 'S1066: DarkTortilla', 'S1081: BADHATCH', 'S1086: Snip3', 'S1124: SocGholish'"
0.0,What software procedures use attack technique 'T1546.003: Windows Management Instrumentation Event Subscription'?,"The software procedures that use attack technique 'T1546.003: Windows Management Instrumentation Event Subscription' are: 'S0053: SeaDuke', 'S0150: POSHSPY', 'S0202: adbupd', 'S0371: POWERTON', 'S0376: HOPLIGHT', 'S0378: PoshC2', 'S0511: RegDuke', 'S0682: TrailBlazer', 'S0692: SILENTTRINITY', 'S1020: Kevin', 'S1059: metaMain', 'S1081: BADHATCH', 'S1085: Sardonic'"
0.0,What software procedures use attack technique 'T1102.002: Bidirectional Communication'?,"The software procedures that use attack technique 'T1102.002: Bidirectional Communication' are: 'S0025: CALENDAR', 'S0026: GLOOXMAIL', 'S0042: LOWBALL', 'S0046: CozyCar', 'S0054: CloudDuke', 'S0069: BLACKCOFFEE', 'S0126: ComRAT', 'S0128: BADNEWS', 'S0213: DOGCALL', 'S0215: KARAE', 'S0216: POORAIM', 'S0218: SLOWDRIFT', 'S0229: Orz', 'S0240: ROKRAT', 'S0244: Comnie', 'S0248: yty', 'S0265: Kazuar', 'S0270: RogueRobin', 'S0333: UBoatRAT', 'S0363: Empire', 'S0379: Revenge RAT', 'S0393: PowerStallion', 'S0511: RegDuke', 'S0531: Grandoreiro', 'S0538: Crutch', 'S0651: BoxCaon', 'S0657: BLUELIGHT', 'S0660: Clambling', 'S1023: CreepyDrive', 'S1035: Small Sieve'"
0.0,What software procedures use attack technique 'T1574.002: DLL Side-Loading'?,"The software procedures that use attack technique 'T1574.002: DLL Side-Loading' are: 'S0013: PlugX', 'S0032: gh0st RAT', 'S0070: HTTPBrowser', 'S0074: Sakula', 'S0098: T9000', 'S0127: BBSRAT', 'S0128: BADNEWS', 'S0176: Wingbird', 'S0182: FinFisher', 'S0230: ZeroT', 'S0354: Denis', 'S0384: Dridex', 'S0398: HyperBro', 'S0455: Metamorfo', 'S0477: Goopy', 'S0528: Javali', 'S0554: Egregor', 'S0579: Waterbear', 'S0582: LookBack', 'S0585: Kerrdown', 'S0624: Ecipekac', 'S0629: RainyDay', 'S0630: Nebulae', 'S0650: QakBot', 'S0660: Clambling', 'S0662: RCSession', 'S0663: SysUpdate', 'S0664: Pandora', 'S1041: Chinoxy', 'S1046: PowGoop', 'S1059: metaMain', 'S1063: Brute Ratel C4', 'S1100: Ninja', 'S1101: LoFiSe', 'S1102: Pcexter', 'S1111: DarkGate'"
0.0,What software procedures use attack technique 'T1132: Data Encoding'?,"The software procedures that use attack technique 'T1132: Data Encoding' are: 'S0128: BADNEWS', 'S0132: H1N1', 'S0362: Linux Rabbit', 'S0386: Ursnif', 'S0699: Mythic'"
0.0,What software procedures use attack technique 'T1039: Data from Network Shared Drive'?,"The software procedures that use attack technique 'T1039: Data from Network Shared Drive' are: 'S0050: CosmicDuke', 'S0128: BADNEWS', 'S0458: Ramsay', 'S0554: Egregor'"
0.0,What software procedures use attack technique 'T1036.001: Invalid Code Signature'?,"The software procedures that use attack technique 'T1036.001: Invalid Code Signature' are: 'S0019: Regin', 'S0128: BADNEWS', 'S0198: NETWIRE', 'S0466: WindTail', 'S0666: Gelsemium', 'S1050: PcShare'"
0.0,What software procedures use attack technique 'T1007: System Service Discovery'?,"The software procedures that use attack technique 'T1007: System Service Discovery' are: 'S0015: Ixeshe', 'S0018: Sykipot', 'S0024: Dyre', 'S0039: Net', 'S0049: GeminiDuke', 'S0057: Tasklist', 'S0081: Elise', 'S0082: Emissary', 'S0085: S-Type', 'S0086: ZLib', 'S0091: Epic', 'S0127: BBSRAT', 'S0154: Cobalt Strike', 'S0180: Volgmer', 'S0201: JPIN', 'S0203: Hydraq', 'S0219: WINERACK', 'S0236: Kwampirs', 'S0237: GravityRAT', 'S0241: RATANKBA', 'S0242: SynAck', 'S0244: Comnie', 'S0260: InvisiMole', 'S0266: TrickBot', 'S0283: jRAT', 'S0342: GreyEnergy', 'S0378: PoshC2', 'S0386: Ursnif', 'S0398: HyperBro', 'S0412: ZxShell', 'S0431: HotCroissant', 'S0496: REvil', 'S0533: SLOTHFULMEDIA', 'S0559: SUNBURST', 'S0570: BitPaymer', 'S0572: Caterpillar WebShell', 'S0582: LookBack', 'S0615: SombRAT', 'S0625: Cuba', 'S0629: RainyDay', 'S0638: Babuk', 'S0663: SysUpdate', 'S0692: SILENTTRINITY', 'S1027: Heyoka Backdoor', 'S1066: DarkTortilla', 'S1070: Black Basta', 'S1085: Sardonic'"
